timestamp_ms,NO2,C2H5CH,VOC,CO
5400.0,758.2,855.5,766.0,374.8
5500.0,759.0,849.0,766.0,381.0
5600.0,754.0,849.0,764.6,386.0
5700.0,759.0,849.0,766.0,382.3
5800.0,759.0,857.0,752.0,380.5
5900.0,754.0,849.0,763.7,373.0
6000.0,754.0,849.0,752.0,367.0
6100.0,758.5,854.6,752.0,372.0
6200.0,759.0,857.0,752.0,368.9
6300.0,759.0,849.4,752.0,380.3
6400.0,759.0,857.0,766.0,376.3
6500.0,754.0,857.0,758.6,386.0
6600.0,759.0,849.0,757.3,380.4
6700.0,759.0,857.0,762.1,375.3
6800.0,754.0,857.0,766.0,374.6
6900.0,759.0,851.3,756.8,380.3
7000.0,759.0,857.0,752.0,367.0
7100.0,754.0,857.0,752.0,370.8
7200.0,759.0,857.0,752.0,377.2
7300.0,759.0,857.0,766.0,386.0
7400.0,759.0,857.0,766.0,386.0
7500.0,754.0,857.0,763.1,367.1
7600.0,754.0,849.0,758.8,369.0
7700.0,754.0,849.0,755.6,374.8
7800.0,759.0,856.5,752.0,374.2
7900.0,754.0,849.0,759.8,368.8
8000.0,754.0,857.0,757.8,386.0
8100.0,759.0,849.0,759.1,378.7
8200.0,759.0,849.0,760.7,386.0
8300.0,759.0,857.0,766.0,380.1
8400.0,759.0,849.0,761.1,384.1
8500.0,759.0,849.0,759.5,373.0
8600.0,757.7,849.0,752.0,373.0
8700.0,754.0,849.0,764.4,378.3
8800.0,759.0,849.0,753.3,386.0
8900.0,754.0,857.0,766.0,377.4
9000.0,754.0,857.0,766.0,378.1
9100.0,754.0,857.0,757.0,370.8
9200.0,759.0,853.1,766.0,371.3
9300.0,758.4,849.0,753.2,384.1
9400.0,759.0,849.0,766.0,381.8
9500.0,759.0,849.0,752.0,377.7
9600.0,759.0,849.0,766.0,378.3
9700.0,757.7,850.8,766.0,381.5
9800.0,757.1,857.0,766.0,386.0
9900.0,759.0,857.0,761.8,376.6
10000.0,759.0,849.0,766.0,385.1
10100.0,759.0,853.5,752.0,378.5
10200.0,754.0,857.0,766.0,375.6
10300.0,759.0,857.0,752.0,368.2
10400.0,754.9,854.3,766.0,380.6
10500.0,759.0,849.0,766.0,378.8
10600.0,754.0,857.0,760.3,380.3
10700.0,757.5,857.0,756.0,376.5
10800.0,754.0,851.1,757.0,382.5
10900.0,754.0,857.0,766.0,380.8
11000.0,759.0,857.0,752.7,386.0
11100.0,754.0,857.0,766.0,375.8
11200.0,759.0,857.0,761.9,386.0
11300.0,759.0,849.7,766.0,381.2
11400.0,759.0,852.7,752.0,375.1
11500.0,754.0,854.6,766.0,383.6
11600.0,754.0,849.0,759.1,373.6
11700.0,754.0,857.0,766.0,378.4
11800.0,758.1,857.0,753.4,384.1
11900.0,759.0,855.6,754.9,386.0
12000.0,759.0,849.0,758.3,373.5
12100.0,754.0,849.0,766.0,381.6
12200.0,759.0,849.0,761.2,386.0
12300.0,754.0,849.0,766.0,386.0
12400.0,759.0,856.0,757.1,383.2
12500.0,759.0,855.4,763.0,373.3
12600.0,754.0,849.0,752.3,385.0
12700.0,759.0,849.0,765.0,378.1
12800.0,754.0,857.0,752.0,377.7
12900.0,754.0,849.0,761.7,381.7
13000.0,754.0,853.6,766.0,384.3
13100.0,759.0,857.0,752.0,385.4
13200.0,754.0,857.0,752.0,371.5
13300.0,754.0,857.0,766.0,377.7
13400.0,757.6,849.0,762.9,383.0
13500.0,759.0,857.0,763.5,374.0
13600.0,754.0,857.0,766.0,386.0
13700.0,757.2,857.0,752.7,382.2
13800.0,754.0,853.6,758.7,382.6
13900.0,754.0,852.1,752.0,380.9
14000.0,754.0,849.0,754.1,370.9
14100.0,759.0,854.5,755.2,386.0
14200.0,759.0,857.0,756.7,369.8
14300.0,754.0,857.0,752.0,383.2
14400.0,759.0,857.0,760.2,378.3
14500.0,754.0,857.0,766.0,380.6
14600.0,759.0,857.0,755.7,381.6
14700.0,754.0,857.0,760.8,374.0
14800.0,754.0,849.0,766.0,374.9
14900.0,759.0,857.0,763.9,380.7
15000.0,754.0,849.0,766.0,379.2
15100.0,754.0,849.0,761.2,374.2
15200.0,756.8,852.9,766.0,375.4
15300.0,754.0,857.0,766.0,377.0
15400.0,754.0,849.0,762.6,383.2
15500.0,759.0,852.8,759.6,368.0
15600.0,759.0,857.0,766.0,376.6
15700.0,754.0,849.0,763.1,367.7
15800.0,759.0,849.0,761.0,374.6
15900.0,755.4,849.0,766.0,367.0
16000.0,754.0,849.0,766.0,381.5
16100.0,759.0,857.0,752.0,371.5
16200.0,759.0,853.4,752.0,383.4
16300.0,754.0,849.0,757.4,386.0
16400.0,754.0,849.0,766.0,385.8
16500.0,759.0,857.0,765.0,378.0
16600.0,759.0,857.0,757.8,377.9
16700.0,759.0,857.0,753.3,379.4
16800.0,759.0,849.0,766.0,367.0
16900.0,759.0,857.0,752.0,375.1
17000.0,754.0,857.0,761.9,375.0
17100.0,759.0,849.0,766.0,386.0
17200.0,759.0,849.0,766.0,376.7
17300.0,757.4,857.0,752.0,380.5
17400.0,754.0,849.0,758.7,369.2
17500.0,759.0,849.9,753.0,385.7
17600.0,754.0,857.0,766.0,381.5
17700.0,759.0,850.0,752.0,367.2
17800.0,757.5,849.0,766.0,373.9
17900.0,759.0,849.0,752.0,381.9
18000.0,759.0,857.0,752.0,376.4
18100.0,754.0,849.4,759.0,381.2
18200.0,759.0,857.0,761.1,376.1
18300.0,759.0,856.4,753.4,381.4
18400.0,759.0,849.0,765.3,369.6
18500.0,758.8,852.1,752.0,378.2
18600.0,754.0,857.0,766.0,380.7
18700.0,759.0,849.0,755.8,378.1
18800.0,759.0,857.0,766.0,376.2
18900.0,755.5,849.2,752.0,367.0
19000.0,754.0,849.9,762.8,386.0
19100.0,754.0,857.0,766.0,383.1
19200.0,759.0,849.0,752.0,381.8
19300.0,754.0,857.0,752.0,374.6
19400.0,754.0,854.3,754.5,373.4
19500.0,754.0,849.0,752.0,372.2
19600.0,754.0,852.8,766.0,379.3
19700.0,759.0,849.0,766.0,382.2
19800.0,754.0,857.0,764.5,378.7
19900.0,759.0,849.0,759.5,382.6
20000.0,758.5,849.0,761.6,371.8
20100.0,754.8,857.0,766.0,377.0
20200.0,754.0,849.2,757.8,368.1
20300.0,754.0,857.0,766.0,376.1
20400.0,754.0,849.0,760.2,380.7
20500.0,759.0,852.4,752.5,375.8
20600.0,759.0,857.0,762.5,370.1
20700.0,757.0,849.0,765.2,378.9
20800.0,759.0,855.0,766.0,379.0
20900.0,754.0,849.0,766.0,386.0
21000.0,759.0,849.0,766.0,378.5
21100.0,754.0,857.0,752.0,375.3
21200.0,754.0,849.0,759.4,379.5
21300.0,759.0,849.0,764.4,369.3
21400.0,754.0,849.0,763.7,376.3
21500.0,759.0,849.0,766.0,386.0
21600.0,754.1,849.0,755.8,381.1
21700.0,759.0,857.0,765.6,367.5
21800.0,754.0,857.0,766.0,383.5
21900.0,759.0,849.0,759.5,369.5
22000.0,754.0,849.1,766.0,384.1
22100.0,759.0,849.0,766.0,380.1
22200.0,754.0,849.0,757.7,379.1
22300.0,754.0,849.0,752.0,373.8
22400.0,759.0,857.0,753.9,376.5
22500.0,759.0,849.0,766.0,379.3
22600.0,754.0,857.0,766.0,382.3
22700.0,754.0,857.0,766.0,382.4
22800.0,759.0,851.1,758.8,379.7
22900.0,754.0,855.5,754.9,378.1
23000.0,759.0,849.0,753.3,369.9
23100.0,754.0,849.0,752.0,377.4
23200.0,759.0,849.0,763.4,386.0
23300.0,759.0,849.0,764.4,367.0
23400.0,756.2,849.0,766.0,386.0
23500.0,759.0,857.0,752.0,381.7
23600.0,756.0,851.8,766.0,378.1
23700.0,754.0,849.0,752.0,371.6
23800.0,759.0,849.0,752.0,368.8
23900.0,759.0,849.0,759.9,374.1
24000.0,754.0,857.0,766.0,367.0
24100.0,759.0,857.0,752.0,367.0
24200.0,754.0,856.8,763.9,379.6
24300.0,759.0,855.4,762.7,379.2
24400.0,757.7,851.1,766.0,385.9
24500.0,759.0,849.0,766.0,383.2
24600.0,754.0,857.0,766.0,377.3
24700.0,759.0,849.0,766.0,375.7
24800.0,759.0,857.0,757.6,373.9
24900.0,759.0,857.0,755.2,376.2
25000.0,759.0,857.0,752.0,377.6
25100.0,754.0,852.9,764.2,373.8
25200.0,755.1,857.0,754.8,385.3
25300.0,759.0,857.0,754.1,380.0
25400.0,754.0,853.2,752.5,378.5
25500.0,754.0,849.0,759.1,386.0
25600.0,754.0,857.0,765.4,385.0
25700.0,759.0,850.1,766.0,370.8
25800.0,754.0,857.0,766.0,384.7
25900.0,759.0,849.0,766.0,374.5
26000.0,754.0,857.0,764.4,384.8
26100.0,754.0,857.0,766.0,378.3
26200.0,758.4,849.0,752.0,381.2
26300.0,759.0,855.9,752.0,386.0
26400.0,754.0,857.0,753.0,375.5
26500.0,759.0,849.0,752.0,367.0
26600.0,756.2,849.0,756.7,368.8
26700.0,759.0,857.0,754.9,386.0
26800.0,759.0,849.0,753.4,371.3
26900.0,754.0,857.0,761.4,375.2
27000.0,754.0,849.0,766.0,372.9
27100.0,754.0,853.3,766.0,384.2
27200.0,759.0,855.9,764.1,374.4
27300.0,759.0,857.0,757.2,386.0
27400.0,759.0,849.0,752.0,381.1
27500.0,759.0,857.0,752.2,375.8
27600.0,759.0,849.0,759.5,379.7
27700.0,754.0,857.0,752.0,372.6
27800.0,759.0,857.0,766.0,383.5
27900.0,759.0,850.6,755.7,386.0
28000.0,759.0,851.8,752.0,370.2
28100.0,755.1,849.0,766.0,377.7
28200.0,754.0,857.0,763.8,367.0
28300.0,757.0,849.0,761.6,375.7
28400.0,759.0,849.0,762.9,376.0
28500.0,759.0,853.5,766.0,386.0
28600.0,754.0,849.0,766.0,377.1
28700.0,759.0,857.0,761.1,372.3
28800.0,754.0,857.0,757.5,382.0
28900.0,759.0,849.0,766.0,372.5
29000.0,754.1,855.4,752.0,371.1
29100.0,759.0,857.0,761.7,382.0
29200.0,754.0,849.0,763.5,386.0
29300.0,759.0,857.0,766.0,386.0
29400.0,754.0,849.0,754.5,367.0
29500.0,754.4,857.0,754.4,376.7
29600.0,759.0,850.8,755.0,382.8
29700.0,759.0,857.0,766.0,386.0
29800.0,759.0,857.0,752.0,382.8
29900.0,759.0,851.3,756.6,377.6
30000.0,754.5,857.0,764.3,372.8
30100.0,754.0,857.0,752.0,380.8
30200.0,754.0,849.0,754.0,383.1
30300.0,754.0,849.0,766.0,383.4
30400.0,754.0,857.0,756.4,372.9
30500.0,759.0,849.0,752.0,376.4
30600.0,759.0,857.0,765.6,382.2
30700.0,756.3,857.0,752.0,373.4
30800.0,759.0,857.0,765.9,386.0
30900.0,759.0,849.0,766.0,378.7
31000.0,754.0,857.0,754.8,376.9
31100.0,759.0,857.0,766.0,382.3
31200.0,754.6,857.0,766.0,386.0
31300.0,759.0,857.0,752.0,371.4
31400.0,754.0,851.8,762.9,384.2
31500.0,756.7,849.0,766.0,378.8
31600.0,754.2,857.0,752.0,370.6
31700.0,759.0,849.0,757.7,379.3
31800.0,759.0,857.0,753.4,381.1
31900.0,754.0,852.0,764.0,367.0
32000.0,759.0,851.7,755.5,380.4
32100.0,759.0,857.0,752.0,380.8
32200.0,754.0,857.0,764.3,382.4
32300.0,754.0,849.4,764.1,378.6
32400.0,759.0,857.0,755.0,384.9
32500.0,754.0,851.0,766.0,380.8
32600.0,754.0,851.8,766.0,378.5
32700.0,754.0,857.0,766.0,386.0
32800.0,759.0,849.0,761.1,386.0
32900.0,759.0,849.0,752.0,375.8
33000.0,759.0,849.0,756.0,376.6
33100.0,754.0,849.0,758.0,380.3
33200.0,754.0,849.0,764.8,373.7
33300.0,759.0,857.0,764.1,381.4
33400.0,754.0,857.0,766.0,372.7
33500.0,759.0,857.0,759.6,372.4
33600.0,754.0,850.5,758.4,386.0
33700.0,754.7,857.0,752.0,371.8
33800.0,759.0,857.0,761.6,386.0
33900.0,754.0,849.0,754.2,367.0
34000.0,759.0,855.6,752.0,369.1
34100.0,754.0,849.0,752.0,373.6
34200.0,756.0,850.5,766.0,385.8
34300.0,757.1,856.9,753.1,383.2
34400.0,754.0,849.0,766.0,376.8
34500.0,759.0,857.0,758.6,386.0
34600.0,759.0,849.0,765.9,373.6
34700.0,754.0,849.0,766.0,367.0
34800.0,759.0,849.0,756.3,386.0
34900.0,759.0,857.0,752.0,377.0
35000.0,754.6,849.0,756.8,368.6
35100.0,754.0,850.7,766.0,386.0
35200.0,754.0,857.0,764.6,385.6
35300.0,757.5,857.0,752.0,368.3
35400.0,754.0,849.0,752.0,371.6
35500.0,754.0,857.0,760.5,372.3
35600.0,759.0,857.0,755.2,374.6
35700.0,759.0,857.0,752.0,368.5
35800.0,759.0,857.0,766.0,367.0
35900.0,754.0,853.9,754.7,376.2
36000.0,759.0,857.0,764.7,377.9
36100.0,754.0,849.0,753.8,386.0
36200.0,759.0,857.0,766.0,377.1
36300.0,759.0,857.0,766.0,376.2
36400.0,759.0,857.0,766.0,381.0
36500.0,754.0,857.0,756.3,381.0
36600.0,758.2,853.0,763.1,382.0
36700.0,759.0,850.2,755.0,380.9
36800.0,754.0,857.0,752.0,374.0
36900.0,756.3,857.0,759.6,372.8
37000.0,759.0,849.0,752.0,384.0
37100.0,759.0,855.6,752.0,367.0
37200.0,754.3,849.0,752.0,383.6
37300.0,759.0,849.0,752.0,373.8
37400.0,754.0,857.0,752.0,383.3
37500.0,759.0,857.0,752.0,379.2
37600.0,754.0,857.0,761.8,379.6
37700.0,754.0,849.0,766.0,382.1
37800.0,754.0,857.0,763.0,376.4
37900.0,759.0,856.4,760.0,377.5
38000.0,754.1,855.9,766.0,376.3
38100.0,758.6,849.0,752.0,367.0
38200.0,759.0,857.0,752.0,379.7
38300.0,754.0,857.0,759.7,386.0
38400.0,754.0,852.2,766.0,386.0
38500.0,759.0,849.0,757.7,378.1
38600.0,754.0,849.0,757.3,381.1
38700.0,759.0,849.4,766.0,382.0
38800.0,754.0,857.0,759.4,381.9
38900.0,754.0,849.0,758.6,384.4
39000.0,754.0,857.0,766.0,375.7
39100.0,754.0,857.0,761.0,386.0
39200.0,754.0,857.0,766.0,386.0
39300.0,759.0,857.0,756.0,371.4
39400.0,759.0,857.0,752.0,377.3
39500.0,759.0,851.3,755.9,383.1
39600.0,754.0,849.0,752.0,378.2
39700.0,759.0,857.0,761.9,377.2
39800.0,754.0,849.0,766.0,376.8
39900.0,754.0,849.0,753.4,379.4
40000.0,759.0,856.6,752.0,377.8
40100.0,754.0,849.0,766.0,386.0
40200.0,754.0,857.0,766.0,384.9
40300.0,758.4,849.0,766.0,382.9
40400.0,756.6,849.0,766.0,367.0
40500.0,756.7,849.0,763.0,379.1
40600.0,754.0,849.0,758.0,384.7
40700.0,759.0,853.8,761.4,381.3
40800.0,754.0,857.0,759.3,377.7
40900.0,757.0,857.0,766.0,382.4
41000.0,759.0,857.0,766.0,386.0
41100.0,754.0,857.0,766.0,382.6
41200.0,759.0,849.0,765.2,382.3
41300.0,759.0,849.0,752.0,384.7
41400.0,759.0,857.0,758.6,385.8
41500.0,756.4,849.0,752.9,375.8
41600.0,754.0,856.7,766.0,373.1
41700.0,759.0,857.0,752.0,377.3
41800.0,759.0,854.0,752.9,386.0
41900.0,754.0,853.2,766.0,374.3
42000.0,759.0,849.0,766.0,382.7
42100.0,754.0,856.7,766.0,385.1
42200.0,759.0,852.0,766.0,386.0
42300.0,754.0,849.0,756.4,383.1
42400.0,759.0,857.0,766.0,374.9
42500.0,754.0,849.0,766.0,370.2
42600.0,754.0,857.0,752.0,370.6
42700.0,754.0,849.0,752.0,377.4
42800.0,759.0,852.5,766.0,386.0
42900.0,754.0,857.0,766.0,375.9
43000.0,755.7,857.0,761.8,380.8
43100.0,754.0,849.0,755.5,370.6
43200.0,758.5,849.0,766.0,379.9
43300.0,754.0,857.0,759.0,378.1
43400.0,754.5,857.0,754.4,380.9
43500.0,754.0,857.0,756.4,386.0
43600.0,754.0,856.8,766.0,371.8
43700.0,756.3,853.7,766.0,386.0
43800.0,759.0,857.0,766.0,382.0
43900.0,759.0,849.0,766.0,373.9
44000.0,759.0,851.8,752.0,368.9
44100.0,759.0,849.0,752.0,383.9
44200.0,757.9,854.7,766.0,380.8
44300.0,754.0,849.0,752.0,382.4
44400.0,754.0,853.5,761.3,380.3
44500.0,759.0,854.3,766.0,379.3
44600.0,754.6,849.0,760.1,380.5
44700.0,759.0,857.0,766.0,382.7
44800.0,754.0,857.0,754.3,367.0
44900.0,759.0,850.1,752.0,373.3
45000.0,754.0,857.0,766.0,384.1
45100.0,754.0,849.7,752.0,374.2
45200.0,759.0,857.0,762.7,381.9
45300.0,754.0,857.0,752.0,380.8
45400.0,759.0,849.0,754.5,386.0
45500.0,754.0,849.0,752.0,376.2
45600.0,755.3,849.0,752.2,385.0
45700.0,759.0,857.0,761.5,386.0
45800.0,755.4,857.0,752.0,383.3
45900.0,759.0,849.0,752.0,367.0
46000.0,759.0,849.0,765.3,367.2
46100.0,756.1,857.0,766.0,386.0
46200.0,759.0,857.0,753.2,384.3
46300.0,759.0,849.0,766.0,381.4
46400.0,759.0,849.0,759.0,370.8
46500.0,759.0,857.0,752.0,377.4
46600.0,754.0,857.0,752.0,385.3
46700.0,754.0,857.0,766.0,384.0
46800.0,759.0,850.1,752.0,369.8
46900.0,759.0,851.5,763.5,375.0
47000.0,759.0,849.0,752.0,373.7
47100.0,759.0,849.0,752.7,378.2
47200.0,754.0,849.0,763.8,375.2
47300.0,754.0,849.0,766.0,386.0
47400.0,754.0,857.0,753.6,386.0
47500.0,754.0,849.0,758.3,369.1
47600.0,754.0,857.0,766.0,372.9
47700.0,759.0,849.0,753.5,385.3
47800.0,754.0,849.0,752.0,385.4
47900.0,754.0,852.7,764.3,379.4
48000.0,754.0,849.0,763.3,372.0
48100.0,758.8,852.7,762.9,381.4
48200.0,759.0,853.2,766.0,386.0
48300.0,754.0,857.0,766.0,383.7
48400.0,754.0,851.8,752.0,370.7
48500.0,759.0,849.0,761.7,377.0
48600.0,754.0,857.0,766.0,386.0
48700.0,754.5,849.0,753.7,378.5
48800.0,759.0,857.0,766.0,386.0
48900.0,754.0,857.0,758.0,382.4
49000.0,754.0,857.0,752.1,380.7
49100.0,757.3,849.0,758.6,385.9
49200.0,754.0,857.0,766.0,375.2
49300.0,759.0,849.0,752.0,377.0
49400.0,759.0,849.0,760.6,380.4
49500.0,754.0,857.0,757.6,370.5
49600.0,758.6,857.0,765.5,382.6
49700.0,759.0,849.5,752.0,369.9
49800.0,754.0,849.0,760.8,382.2
49900.0,759.0,857.0,762.4,367.0
50000.0,754.0,849.0,766.0,385.3
50100.0,759.0,849.0,756.2,381.5
50200.0,759.0,854.9,766.0,383.0
50300.0,759.0,849.0,766.0,367.0
50400.0,759.0,849.0,759.5,386.0
50500.0,754.0,850.4,753.4,379.1
50600.0,754.0,857.0,762.0,379.6
50700.0,754.0,849.0,756.0,380.3
50800.0,759.0,852.8,766.0,378.2
50900.0,759.0,857.0,766.0,384.6
51000.0,756.5,857.0,758.5,379.5
51100.0,754.0,849.0,762.7,375.6
51200.0,754.0,856.3,756.7,385.4
51300.0,759.0,857.0,752.0,375.8
51400.0,754.0,857.0,754.2,383.8
51500.0,754.0,855.1,752.0,375.4
51600.0,757.3,851.6,766.0,386.0
51700.0,754.0,857.0,766.0,386.0
51800.0,759.0,849.0,757.2,376.2
51900.0,754.0,849.0,766.0,383.9
52000.0,759.0,857.0,752.0,375.0
52100.0,759.0,849.0,758.4,385.4
52200.0,759.0,852.9,752.0,371.0
52300.0,754.0,857.0,766.0,367.0
52400.0,754.0,850.0,753.8,386.0
52500.0,759.0,857.0,766.0,373.4
52600.0,759.0,849.0,766.0,376.1
52700.0,754.0,857.0,766.0,380.6
52800.0,754.0,849.0,766.0,386.0
52900.0,754.0,849.0,763.6,382.0
53000.0,754.0,849.0,754.5,379.6
53100.0,754.0,849.0,758.7,378.2
53200.0,758.0,851.2,766.0,380.8
53300.0,759.0,849.0,752.0,376.6
53400.0,759.0,849.0,752.0,377.3
53500.0,759.0,857.0,758.7,371.8
53600.0,759.0,857.0,766.0,377.2
53700.0,758.3,857.0,752.0,372.4
53800.0,757.9,857.0,766.0,379.0
53900.0,759.0,856.5,752.9,378.9
54000.0,754.0,857.0,752.0,376.7
54100.0,754.0,849.0,760.4,381.3
54200.0,756.8,857.0,752.0,370.5
54300.0,759.0,857.0,759.3,374.5
54400.0,754.0,857.0,764.7,372.0
54500.0,756.9,857.0,756.6,377.8
54600.0,759.0,851.8,756.5,386.0
54700.0,759.0,857.0,761.6,373.5
54800.0,759.0,849.0,766.0,374.7
54900.0,754.0,857.0,758.5,386.0
55000.0,759.0,849.0,763.9,377.9
55100.0,754.0,857.0,766.0,385.7
55200.0,754.0,849.0,766.0,375.2
55300.0,759.0,857.0,766.0,385.7
55400.0,754.0,857.0,766.0,379.0
55500.0,759.0,849.0,758.8,373.6
55600.0,754.0,857.0,752.0,383.9
55700.0,759.0,849.0,752.0,377.2
55800.0,759.0,857.0,757.7,386.0
55900.0,759.0,857.0,766.0,386.0
56000.0,759.0,857.0,766.0,379.0
56100.0,759.0,857.0,766.0,375.9
56200.0,754.0,856.6,753.8,386.0
56300.0,759.0,857.0,757.3,368.6
56400.0,759.0,854.4,752.0,386.0
56500.0,754.0,857.0,752.0,386.0
56600.0,759.0,854.8,766.0,370.4
56700.0,759.0,849.0,766.0,383.2
56800.0,754.0,857.0,766.0,380.2
56900.0,759.0,857.0,766.0,384.5
57000.0,754.0,849.0,766.0,371.3
57100.0,759.0,849.0,753.0,373.1
57200.0,754.0,852.3,752.0,383.9
57300.0,755.3,857.0,766.0,377.5
57400.0,754.0,849.0,766.0,385.1
57500.0,754.0,853.6,754.2,381.2
57600.0,754.0,849.0,752.0,383.3
57700.0,756.5,849.0,755.9,367.0
57800.0,754.0,857.0,755.9,379.0
57900.0,754.0,852.9,754.4,386.0
58000.0,759.0,850.6,766.0,383.4
58100.0,754.0,849.0,758.9,386.0
58200.0,754.0,849.0,752.0,379.8
58300.0,754.0,849.0,752.0,386.0
58400.0,754.0,857.0,766.0,375.1
58500.0,754.0,857.0,752.0,385.8
58600.0,754.0,852.1,761.2,369.5
58700.0,759.0,849.0,766.0,379.8
58800.0,759.0,849.0,766.0,369.7
58900.0,759.0,849.0,761.3,369.9
59000.0,759.0,849.0,755.1,386.0
59100.0,759.0,849.0,762.9,380.9
59200.0,759.0,851.6,766.0,379.0
59300.0,757.6,849.0,763.9,369.4
59400.0,755.8,857.0,761.7,367.0
59500.0,759.0,849.0,766.0,386.0
59600.0,759.0,855.4,765.4,375.2
59700.0,759.0,857.0,758.7,381.7
59800.0,759.0,849.0,763.0,386.0
59900.0,759.0,857.0,765.7,376.2
